DISTRICT	DISTRICTNAME	CAMPUS	CAMPUSNAME	REGION	COUNTY	COUNTYNAME	TYPE	GRADES	RATING	HOURS11	HOURS12	HOURS13	ITEMS1	ITEMS2	ITEMS3
108902	DONNA ISD	108902109	J W CACERES EL	1	108	HIDALGO	E	PK - 05	R	30.1304	3.9128	5.0008	50722	74538	50373
108902	DONNA ISD	108902111	M RIVAS EL	1	108	HIDALGO	E	PK - 05	A	33.4745	4.2342	11.9198	52370	70039	46490
108902	DONNA ISD	108902112	CAPT D SALINAS II EL	1	108	HIDALGO	E	EE - 05	A	41.892	4.0057	16	51581	71330	46982
108902	DONNA ISD	108902113	PATRICIA S GARZA ELEMENTARY	1	108	HIDALGO	E	PK - 05	L	46.1958	5.8499	19.9092	51819	65379	43731
108902	DONNA ISD	108902114	MARIA ALICIA P MUNOZ EL	1	108	HIDALGO	E	EE - 05	A	45.8219	6.2246	20.9989	50821	76378	45577
108902	DONNA ISD	108902115	LE NOIR EL	1	108	HIDALGO	E	EE - 05	R	38.046	5.4315	12.9999	50859	64792	47050
108902	DONNA ISD	108902116	DANIEL SINGLETERRY SR	1	108	HIDALGO	E	EE - 05	R	34.8576	3.5551	12.9985	52868	70335	45865
108902	DONNA ISD	108902117	ELOY GARZA SALAZAR EL	1	108	HIDALGO	E	PK - 05	A	34.9633	5.1907	4.0002	58523	65474	49684
108902	DONNA ISD	108902118	JULIAN S ADAME	1	108	HIDALGO	E	PK - 05	R	42.1185	5.0633	21.84	51065	66244	46268
108903	EDCOUCH-ELSA ISD	108903001	EDCOUCH-ELSA H S	1	108	HIDALGO	S	09 - 12	A	130.8915	9	43.8649	56998	67606	47094
108903	EDCOUCH-ELSA ISD	108903041	CARLOS TRUAN JR HIGH	1	108	HIDALGO	M	07 - 08	A	49.0683	2	17.6888	62512	65341	47436
108903	EDCOUCH-ELSA ISD	108903042	DAVID YBARRA MIDDLE SCHOOL	1	108	HIDALGO	M	05 - 06	A	44.2062	3	13.2022	53495	72324	42905
108903	EDCOUCH-ELSA ISD	108903102	SANTIAGO GARCIA ELEMENTARY	1	108	HIDALGO	E	01 - 04	R	28.0046	2	9.0007	59338	67069	45542
108903	EDCOUCH-ELSA ISD	108903103	KENNEDY EL	1	108	HIDALGO	E	01 - 04	R	28.3268	2	11.8822	57196	72392	43967
108903	EDCOUCH-ELSA ISD	108903104	RUBEN C RODRIGUEZ ELEMENTARY	1	108	HIDALGO	E	01 - 04	R	26.7422	4	8.7393	54468	67425	42454
108903	EDCOUCH-ELSA ISD	108903105	L B J EL	1	108	HIDALGO	E	01 - 04	R	28.0011	2	12.0009	63066	74358	45435
108903	EDCOUCH-ELSA ISD	108903106	JORGE R GUTIERREZ EARLY CHILDHOOD	1	108	HIDALGO	E	PK - KG	X	40.8325	2	19.8309	53045	65227	43964
108904	EDINBURG CISD	108904001	EDINBURG H S	1	108	HIDALGO	S	09 - 12	A	194.8703	28.8764	60.5614	57199	73971	49922
108904	EDINBURG CISD	108904002	ECONOMEDES H S	1	108	HIDALGO	S	09 - 12	A	185.9302	27.4905	59.5259	58458	71364	50177
108904	EDINBURG CISD	108904003	EDINBURG NORTH H S	1	108	HIDALGO	S	09 - 12	R	182.2516	25.7634	60.3236	58241	76861	50630
108904	EDINBURG CISD	108904040	JUVENILE DETENTION CTR	1	108	HIDALGO	B	06 - 11	X	1	0	0	.	.	47090
108904	EDINBURG CISD	108904042	HARWELL MIDDLE SCHOOL	1	108	HIDALGO	M	06 - 08	R	109.4793	11.7546	33.7336	59699	71386	50605
108904	EDINBURG CISD	108904043	B L GARZA MIDDLE SCHOOL	1	108	HIDALGO	M	06 - 08	A	99.9633	10.4494	34.5117	58430	75325	49555
108904	EDINBURG CISD	108904044	SOUTH MIDDLE SCHOOL	1	108	HIDALGO	M	06 - 08	A	98.6721	11.8468	24.0006	57839	72314	51027
108904	EDINBURG CISD	108904045	MEMORIAL MIDDLE SCHOOL	1	108	HIDALGO	M	06 - 08	R	95.0761	12.6139	29.0002	60805	72600	50069
108904	EDINBURG CISD	108904046	FRANCISCO BARRIENTES MIDDLE	1	108	HIDALGO	M	06 - 08	A	88.085	11.5685	29.9992	59469	73541	49318
108904	EDINBURG CISD	108904101	AUSTIN ELEM	1	108	HIDALGO	E	EE - 05	E	26.0167	5.1962	6.0001	54755	86433	51063
108904	EDINBURG CISD	108904102	BREWSTER ELEM	1	108	HIDALGO	E	PK - 08	A	30.0968	4.6667	7.0001	61704	92967	49500
108904	EDINBURG CISD	108904103	HARGILL ELEM	1	108	HIDALGO	E	PK - 05	R	21.002	4.6667	5.0009	59233	80623	49608
108904	EDINBURG CISD	108904104	BETTS ELEM	1	108	HIDALGO	E	PK - 05	R	34.4752	6.7661	2.0004	55340	86433	53631
108904	EDINBURG CISD	108904105	JEFFERSON ELEM	1	108	HIDALGO	E	PK - 05	E	27.9445	5.1546	2.9994	58160	70088	52812
108904	EDINBURG CISD	108904106	TREVINO ELEM	1	108	HIDALGO	E	PK - 05	E	33.2196	5.0922	6.0006	55758	86433	52688
108904	EDINBURG CISD	108904107	LEE ELEM	1	108	HIDALGO	E	EE - 05	R	28.4544	5.0833	6.0002	57510	72463	49909
108904	EDINBURG CISD	108904108	LINCOLN ELEM	1	108	HIDALGO	E	PK - 05	E	34.3063	7.045	9.8676	58791	86433	49671
108904	EDINBURG CISD	108904109	GUERRA ELEM	1	108	HIDALGO	E	PK - 05	E	34.7558	4.75	9.8678	57875	78619	48944
108904	EDINBURG CISD	108904110	ZAVALA ELEM	1	108	HIDALGO	E	PK - 05	R	31.0051	5.8056	7.0008	56392	86433	50465
108904	EDINBURG CISD	108904111	TRAVIS ELEM	1	108	HIDALGO	E	PK - 05	R	27.1488	5.2661	3.0002	59915	86433	51696
108904	EDINBURG CISD	108904112	FREDDY GONZALEZ ELEM	1	108	HIDALGO	E	PK - 05	E	28.0046	4.6713	1.0002	56873	86433	54981
108904	EDINBURG CISD	108904113	L B JOHNSON ELEM	1	108	HIDALGO	E	PK - 05	R	30.9562	5.1922	10.8362	61317	83750	50201
108904	EDINBURG CISD	108904114	CANTERBURY ELEM	1	108	HIDALGO	E	EE - 05	E	35.7625	4.6441	2.8346	58494	78619	52968
108904	EDINBURG CISD	108904115	MONTE CRISTO ELEM	1	108	HIDALGO	E	PK - 05	R	39.1312	5.6667	13.0032	54229	80623	49513
108904	EDINBURG CISD	108904116	ESCANDON ELEM	1	108	HIDALGO	E	PK - 05	E	32.2721	6.0571	4.0004	57072	75543	51723
108904	EDINBURG CISD	108904117	DE LA VINA ELEM	1	108	HIDALGO	E	PK - 05	R	34.0512	6.75	4.9421	57460	78619	52702
108904	EDINBURG CISD	108904118	SAN CARLOS EL	1	108	HIDALGO	E	EE - 05	E	38.087	5.5	12.0002	52948	73172	49084
108904	EDINBURG CISD	108904119	TRUMAN ELEM	1	108	HIDALGO	E	PK - 05	R	36.0426	6.0408	2.9997	57369	79645	52127
108904	EDINBURG CISD	108904120	EISENHOWER EL	1	108	HIDALGO	E	PK - 05	R	37.1528	6.1585	8.9994	56304	72463	49698
108904	EDINBURG CISD	108904121	JOHN F KENNEDY ELEM	1	108	HIDALGO	E	PK - 05	R	37.9572	6	6.0012	56218	86433	50143
108904	EDINBURG CISD	108904122	CANO-GONZALEZ ELEM	1	108	HIDALGO	E	PK - 05	R	38.3335	6.25	4.0015	56728	80625	51209
108904	EDINBURG CISD	108904123	CAVAZOS ELEM	1	108	HIDALGO	E	PK - 05	E	32.1702	5.7	14	57167	86433	49808
108904	EDINBURG CISD	108904124	VILLARREAL EL	1	108	HIDALGO	E	EE - 05	R	37.6938	6.1935	12.8581	54284	72463	48134
108904	EDINBURG CISD	108904125	CARMEN V AVILA EL	1	108	HIDALGO	E	PK - 05	E	39.2686	5.5	14.0024	57769	71981	47152
108904	EDINBURG CISD	108904126	ANNE L MAGEE EL	1	108	HIDALGO	E	PK - 05	R	32.685	4.7	10.5849	54161	80625	48483
108904	EDINBURG CISD	108904127	DR THOMAS ESPARZA ELEMENTARY	1	108	HIDALGO	E	PK - 05	E	28.4725	6.25	16.0036	55735	86433	45094
108904	EDINBURG CISD	108904128	DR KAY TEER CRAWFORD EL	1	108	HIDALGO	E	PK - 05	R	34.4022	5.2	8.9989	54522	86433	49472
108904	EDINBURG CISD	108904129	ALFONSO RAMIREZ EL	1	108	HIDALGO	E	PK - 05	E	31.9992	6.5	13.9986	53330	78619	47131
108904	EDINBURG CISD	108904130	R C FLORES-MARK A ZAPATA EL	1	108	HIDALGO	E	PK - 05	R	34.0017	3.3041	13.0004	61186	70088	48530
108905	HIDALGO ISD	108905001	HIDALGO H S	1	108	HIDALGO	S	09 - 12	A	79.856	7.7619	21.4332	57963	71740	47919
108905	HIDALGO ISD	108905002	HIDALGO ACADEMY	1	108	HIDALGO	S	10 - 12	1	4.8203	0.5	1.9757	66347	73893	49322
108905	HIDALGO ISD	108905005	HIDALGO J J A E P	1	108	HIDALGO	M	07 - 07	X	.	.	.	.	.	.
108905	HIDALGO ISD	108905041	DIAZ J H	1	108	HIDALGO	M	06 - 08	A	52.4078	6	16.588	54366	69077	47348
108905	HIDALGO ISD	108905101	HIDALGO EL	1	108	HIDALGO	E	PK - 05	A	32.0009	3	2.9996	63009	69085	49017
108905	HIDALGO ISD	108905102	KELLY EL	1	108	HIDALGO	E	PK - 05	A	27.0529	2	8.5186	58713	68924	48157
108905	HIDALGO ISD	108905103	DR ALEJO SALINAS JR EL	1	108	HIDALGO	E	PK - 05	A	25.9947	2	15.9966	53550	67125	42627
108905	HIDALGO ISD	108905104	HIDALGO PARK EL	1	108	HIDALGO	E	PK - 05	A	27.4798	3	14.4813	59822	70234	42076
108906	MCALLEN ISD	108906001	MCALLEN H S	1	108	HIDALGO	S	09 - 12	A	143.2966	23.0195	28.9707	54945	72921	51840
108906	MCALLEN ISD	108906002	MEMORIAL H S	1	108	HIDALGO	S	09 - 12	A	146.6143	25.3469	28.6145	58523	71063	52198
108906	MCALLEN ISD	108906005	INSTR/GUID CENTER	1	108	HIDALGO	B	06 - 12	X	14.0005	2.1	6.0001	59107	74348	49995
108906	MCALLEN ISD	108906006	ROWE H S	1	108	HIDALGO	S	09 - 12	A	141.673	21.019	19.6069	56837	70573	53179
108906	MCALLEN ISD	108906007	LAMAR ACADEMY	1	108	HIDALGO	S	09 - 12	1	19.2614	5.8927	1.9588	57266	79587	50969
108906	MCALLEN ISD	108906009	SOUTHWEST KEY PROGRAM	1	108	HIDALGO	S	09 - 11	X	.	.	.	.	.	.
108906	MCALLEN ISD	108906011	ACHIEVE EARLY COLLEGE H S	1	108	HIDALGO	S	09 - 11	E	14.6863	1	2.0002	66275	89450	49622
108906	MCALLEN ISD	108906042	TRAVIS MIDDLE	1	108	HIDALGO	M	06 - 08	L	50.0082	9.3523	10.1108	55242	70126	47490
108906	MCALLEN ISD	108906043	LINCOLN MIDDLE	1	108	HIDALGO	M	06 - 08	A	56.9305	5.492	13.6837	59983	65595	50344
108906	MCALLEN ISD	108906044	BROWN MIDDLE	1	108	HIDALGO	M	06 - 08	A	59.3837	12.5505	12.9996	55783	69388	50148
108906	MCALLEN ISD	108906045	MORRIS MIDDLE	1	108	HIDALGO	M	06 - 08	A	56.0039	7.4342	4.4379	54711	72222	54846
108906	MCALLEN ISD	108906046	DE LEON MIDDLE	1	108	HIDALGO	M	06 - 08	A	51.5596	7.4736	9.0976	46919	78545	50173
108906	MCALLEN ISD	108906047	CATHEY MIDDLE	1	108	HIDALGO	M	06 - 08	R	61.515	7.7001	11.126	54801	69229	50111
108906	MCALLEN ISD	108906048	MICHAEL E FOSSUM MIDDLE	1	108	HIDALGO	M	06 - 08	R	53.1603	9.1167	9.1262	54736	69730	49418
108906	MCALLEN ISD	108906101	ALVAREZ EL	1	108	HIDALGO	E	PK - 05	R	32.1312	4.6048	5.0475	53445	65498	49387
108906	MCALLEN ISD	108906103	BONHAM EL	1	108	HIDALGO	E	EE - 05	R	24.7594	4.6269	12.2566	52135	72688	43903
108906	MCALLEN ISD	108906105	CROCKETT EL	1	108	HIDALGO	E	EE - 05	R	25.041	4.3242	3.0004	57084	80242	48178
108906	MCALLEN ISD	108906106	HOUSTON EL	1	108	HIDALGO	E	PK - 05	R	33.8257	4.3334	9.5692	51239	65860	48279
108906	MCALLEN ISD	108906107	JACKSON EL	1	108	HIDALGO	E	PK - 05	E	41.9594	4.9333	8.6036	52763	64054	47358
108906	MCALLEN ISD	108906108	NAVARRO EL	1	108	HIDALGO	E	EE - 05	R	22.3455	4.1909	4.4824	57258	75697	50841
108906	MCALLEN ISD	108906111	MILAM EL	1	108	HIDALGO	E	PK - 05	E	49.8327	5.3179	6.4352	54630	72614	53150
108906	MCALLEN ISD	108906112	WILSON EL	1	108	HIDALGO	E	PK - 05	R	26.219	4.8243	3.039	53214	66835	50912
108906	MCALLEN ISD	108906114	FIELDS EL	1	108	HIDALGO	E	EE - 05	A	34.6258	4.0242	8.0392	56614	71067	47468
108906	MCALLEN ISD	108906116	SEGUIN EL	1	108	HIDALGO	E	PK - 05	R	38.3664	5.2599	9.487	56002	66928	51191
108906	MCALLEN ISD	108906119	ESCANDON ELEMENTARY	1	108	HIDALGO	E	EE - 05	R	34.4859	5.5612	5.098	55709	72048	48612
108906	MCALLEN ISD	108906120	RAYBURN ELEMENTARY	1	108	HIDALGO	E	PK - 05	E	35.2899	6.0836	11.0002	52904	67768	50108
108906	MCALLEN ISD	108906121	ROOSEVELT EL	1	108	HIDALGO	E	PK - 05	R	37.8007	4.6667	17.1556	55579	69516	45932
108906	MCALLEN ISD	108906122	GARZA EL	1	108	HIDALGO	E	PK - 05	R	38.0336	6.9286	1.048	52436	71221	51833
108906	MCALLEN ISD	108906123	MCAULIFFE EL	1	108	HIDALGO	E	EE - 05	E	43.9599	7.8833	21.9802	47472	64207	46463
108906	MCALLEN ISD	108906124	GONZALEZ ELEMENTARY	1	108	HIDALGO	E	PK - 05	E	50.002	4.1334	11.9198	53293	75677	48137
108906	MCALLEN ISD	108906126	CASTANEDA EL	1	108	HIDALGO	E	PK - 05	E	44.1202	5.15	3.1657	53318	73604	50841
108906	MCALLEN ISD	108906127	BLANCA E SANCHEZ	1	108	HIDALGO	E	EE - 05	R	32.1763	6.5164	15.1384	51307	61098	46436
108906	MCALLEN ISD	108906128	DR PABLO PEREZ	1	108	HIDALGO	E	EE - 05	R	33.9652	5.0841	8.0202	54655	62813	48161
108906	MCALLEN ISD	108906129	LUCILE HENDRICKS EL	1	108	HIDALGO	E	PK - 05	R	31.1894	4.4833	7.0685	55686	66395	47518
108906	MCALLEN ISD	108906130	THIGPEN-ZAVALA EL	1	108	HIDALGO	E	PK - 05	R	37.473	4.9198	7.0879	48183	64465	49051
108907	MERCEDES ISD	108907001	MERCEDES H S	1	108	HIDALGO	S	09 - 12	L	89.4455	12.1556	33.9705	53006	63355	46221
108907	MERCEDES ISD	108907002	MERCEDES ACADEMIC ACADEMY	1	108	HIDALGO	S	09 - 12	1	5.2378	4.2914	4.2373	51537	.	44047
108907	MERCEDES ISD	108907003	JJAEP-SOUTHWEST KEY PROGRAM	1	108	HIDALGO	S	07 - 10	X	.	.	.	.	.	.
108907	MERCEDES ISD	108907004	MERCEDES DAEP	1	108	HIDALGO	B	04 - 12	X	0.1485	0	0.1485	.	.	42310
108907	MERCEDES ISD	108907006	MERCEDES EARLY COLLEGE ACADEMY	1	108	HIDALGO	S	09 - 11	A	16.831	0.5375	8.6788	51500	69496	45329
108907	MERCEDES ISD	108907041	MERCEDES J H	1	108	HIDALGO	M	07 - 08	A	62.6328	6.2863	19.1766	56036	63453	46414
108907	MERCEDES ISD	108907102	TAYLOR EL	1	108	HIDALGO	E	01 - 05	R	40.0268	4.2472	18	51410	65912	44823
108907	MERCEDES ISD	108907103	TRAVIS EL	1	108	HIDALGO	E	01 - 05	A	37.805	5.1702	8.7492	58812	68070	47473
108907	MERCEDES ISD	108907106	MERCEDES EARLY CHILDHOOD CENTER	1	108	HIDALGO	E	EE - KG	X	34	5.4431	11	57188	68920	45074
108907	MERCEDES ISD	108907107	RUBEN HINOJOSA EL	1	108	HIDALGO	E	01 - 05	A	42.0526	5.3084	9.9996	55489	64474	46574
108907	MERCEDES ISD	108907108	JOHN F KENNEDY	1	108	HIDALGO	M	06 - 06	A	26.4753	2.7784	4.0005	58854	73053	47389
108907	MERCEDES ISD	108907109	NORTH EL	1	108	HIDALGO	E	01 - 05	A	32.0398	4.1836	19.0012	50246	60781	41766
108908	MISSION CISD	108908001	MISSION H S	1	108	HIDALGO	S	09 - 12	A	143.9784	15.0961	36.3047	59874	75995	51165
108908	MISSION CISD	108908002	VETERANS MEMORIAL HIGH SCHOOL	1	108	HIDALGO	S	09 - 12	A	136.1157	15.362	41.2958	58654	74871	48500
108908	MISSION CISD	108908038	HIDALGO CO J J A E P	1	108	HIDALGO	S	08 - 11	X	.	.	.	.	.	.
108908	MISSION CISD	108908041	MISSION J H	1	108	HIDALGO	M	06 - 08	A	62.051	6.1047	19.0742	57332	70735	48946
108908	MISSION CISD	108908042	WHITE J H	1	108	HIDALGO	M	06 - 08	A	72.2	8.0696	27.9999	55309	69147	47472
108908	MISSION CISD	108908043	ALTON MEMORIAL JR HIGH	1	108	HIDALGO	M	06 - 08	R	63.4868	6.8784	29.1814	53165	68472	46172
108908	MISSION CISD	108908044	RAFAEL A CANTU J H	1	108	HIDALGO	M	06 - 08	A	52.1811	7.2657	21.9849	54839	67958	45522
108908	MISSION CISD	108908101	BRYAN EL	1	108	HIDALGO	E	PK - 05	R	36.4799	5.4746	3.9088	58150	67587	52097
108908	MISSION CISD	108908102	CASTRO EL	1	108	HIDALGO	E	EE - 05	A	36.0625	5.4828	10.998	56174	67228	46848
108908	MISSION CISD	108908104	MARCELL EL	1	108	HIDALGO	E	PK - 05	A	28.9452	4.4828	6.9993	54998	80483	49741
108908	MISSION CISD	108908105	PEARSON EL	1	108	HIDALGO	E	PK - 05	R	40.2387	6.4746	11.9994	54600	67055	46982
108908	MISSION CISD	108908107	ALTON EL	1	108	HIDALGO	E	PK - 05	A	34.0259	5.5722	11.9991	56683	73093	48630
108908	MISSION CISD	108908108	CANTU EL	1	108	HIDALGO	E	PK - 05	R	31.6109	4.5952	7.4988	50687	72603	49789
108908	MISSION CISD	108908109	LEAL EL	1	108	HIDALGO	E	PK - 05	R	36.0826	5.4746	8.9997	57283	63760	49814
108908	MISSION CISD	108908110	MIMS EL	1	108	HIDALGO	E	EE - 05	E	32.4938	5.4875	3.9994	53100	73238	50562
108908	MISSION CISD	108908111	OLLIE O'GRADY EL	1	108	HIDALGO	E	PK - 05	R	34.4068	4.5745	9.8388	51901	73966	48500
108908	MISSION CISD	108908112	CARL C WAITZ EL	1	108	HIDALGO	E	EE - 05	R	35.4935	4.5386	16.9981	51945	71715	47205
108908	MISSION CISD	108908113	SALINAS EL	1	108	HIDALGO	E	PK - 05	R	32.5289	4.4746	23.4954	56456	72340	43668
108908	MISSION CISD	108908114	RAQUEL CAVAZOS EL	1	108	HIDALGO	E	PK - 05	R	29.4121	4.429	3.0876	56184	68609	48568
108908	MISSION CISD	108908115	HURLA M MIDKIFF EL	1	108	HIDALGO	E	PK - 05	E	37.0271	4.4746	6.9988	56837	63057	49471
108908	MISSION CISD	108908116	HILDA C ESCOBAR/ALICIA C RIOS EL	1	108	HIDALGO	E	PK - 05	A	35.5605	5.4746	20.8961	48806	72648	44321
108909	PHARR-SAN JUAN-ALAMO ISD	108909001	PSJA H S	1	108	HIDALGO	S	09 - 12	A	168.6956	20.3216	60.8494	57929	76254	49387
108909	PHARR-SAN JUAN-ALAMO ISD	108909002	PSJA MEMORIAL H S	1	108	HIDALGO	S	09 - 12	A	161.7374	22.1568	79.8303	54574	77494	47067
108909	PHARR-SAN JUAN-ALAMO ISD	108909003	PSJA NORTH H S	1	108	HIDALGO	S	09 - 12	A	162.0304	24.4142	55.9966	56446	76142	50528
108909	PHARR-SAN JUAN-ALAMO ISD	108909004	STUDENT ALTER PROG	1	108	HIDALGO	S	09 - 11	X	.	.	.	.	.	.
108909	PHARR-SAN JUAN-ALAMO ISD	108909005	TEENAGE PARENT PROG	1	108	HIDALGO	S	07 - 12	1	11.4511	4.5	3.4998	51515	65319	50322
108909	PHARR-SAN JUAN-ALAMO ISD	108909006	OPTIONS/CHOICE H S	1	108	HIDALGO	S	09 - 12	1	16.8603	4.5	8.6401	63578	97937	48426
108909	PHARR-SAN JUAN-ALAMO ISD	108909007	PSJA SOUTHWEST H S	1	108	HIDALGO	S	09 - 09	L	31.5201	11.7738	12.751	56532	85444	47065
108909	PHARR-SAN JUAN-ALAMO ISD	108909008	COLLEGE CAREER & TECHNOLOGY ACAD	1	108	HIDALGO	S	12 - 12	1	10.8781	1.622	5.0002	48023	68633	46804
108909	PHARR-SAN JUAN-ALAMO ISD	108909009	T-STEM EARLY COLLEGE H S	1	108	HIDALGO	S	09 - 11	R	21.0152	1.6666	13.9992	46594	71718	44464
108909	PHARR-SAN JUAN-ALAMO ISD	108909041	AUSTIN MIDDLE	1	108	HIDALGO	M	06 - 08	A	67.8798	8.4358	21.9991	57776	68616	47427
108909	PHARR-SAN JUAN-ALAMO ISD	108909042	ALAMO MIDDLE	1	108	HIDALGO	M	06 - 08	L	70.1029	10.1714	22.2685	58956	68438	47898
108909	PHARR-SAN JUAN-ALAMO ISD	108909043	LYNDON B JOHNSON J H	1	108	HIDALGO	M	06 - 08	A	56.783	9.2144	20.9999	52105	69859	48146
108909	PHARR-SAN JUAN-ALAMO ISD	108909044	LIBERTY MIDDLE	1	108	HIDALGO	M	06 - 08	A	60.863	10.2143	13.9999	57715	76044	48943
108909	PHARR-SAN JUAN-ALAMO ISD	108909045	SAN JUAN MIDDLE	1	108	HIDALGO	M	06 - 08	A	58.2886	9.3927	23.1419	53319	73329	47052
108909	PHARR-SAN JUAN-ALAMO ISD	108909046	KENNEDY MIDDLE	1	108	HIDALGO	M	06 - 08	A	42.2731	8.7729	23.7638	52266	74109	45171
108909	PHARR-SAN JUAN-ALAMO ISD	108909047	JAIME ESCALANTE MIDDLE	1	108	HIDALGO	M	06 - 08	A	40.9551	7.5239	14.5719	54967	67509	45983
108909	PHARR-SAN JUAN-ALAMO ISD	108909048	AUDIE MURPHY MIDDLE	1	108	HIDALGO	M	06 - 06	A	17.5041	1.25	4.0885	52602	82019	48185
108909	PHARR-SAN JUAN-ALAMO ISD	108909101	JAMES BOWIE EL	1	108	HIDALGO	E	PK - 05	R	33.8924	3	5.9997	57192	68290	52999
108909	PHARR-SAN JUAN-ALAMO ISD	108909102	D U BUCKNER EL	1	108	HIDALGO	E	EE - 05	R	26.9997	3	11.9991	58677	73195	48202
108909	PHARR-SAN JUAN-ALAMO ISD	108909104	CARNAHAN EL	1	108	HIDALGO	E	EE - 05	E	20.0016	3	3.9998	53096	82777	49062
108909	PHARR-SAN JUAN-ALAMO ISD	108909106	DOEDYNS EL	1	108	HIDALGO	E	EE - 05	A	42.8755	3	17.9996	48723	70112	47164
108909	PHARR-SAN JUAN-ALAMO ISD	108909107	GERALDINE PALMER EL	1	108	HIDALGO	E	EE - 05	R	34.7397	3	8.0002	44282	74336	47588
108909	PHARR-SAN JUAN-ALAMO ISD	108909108	FORD EL	1	108	HIDALGO	E	PK - 05	R	34.0013	3	7.9994	51663	69479	51169
108909	PHARR-SAN JUAN-ALAMO ISD	108909109	FRANKLIN EL	1	108	HIDALGO	E	PK - 05	E	25.8494	2	7.0002	57928	69768	51270
108909	PHARR-SAN JUAN-ALAMO ISD	108909110	ZEFERINO FARIAS EL	1	108	HIDALGO	E	PK - 05	A	37.6244	3	17.6251	43868	69205	48040
108909	PHARR-SAN JUAN-ALAMO ISD	108909111	NAPPER EL	1	108	HIDALGO	E	PK - 05	R	35.0004	3	11.0002	52255	72282	48282
108909	PHARR-SAN JUAN-ALAMO ISD	108909112	SORENSEN EL	1	108	HIDALGO	E	PK - 05	R	29.0025	3	13.0019	56860	75527	48307
108909	PHARR-SAN JUAN-ALAMO ISD	108909113	WHITNEY EL	1	108	HIDALGO	E	PK - 05	E	39.914	3	19.0065	56240	69957	46698
108909	PHARR-SAN JUAN-ALAMO ISD	108909115	RAUL LONGORIA EL	1	108	HIDALGO	E	EE - 05	R	41.723	3	14.9416	62153	66825	49522
108909	PHARR-SAN JUAN-ALAMO ISD	108909116	DANIEL RAMIREZ EL	1	108	HIDALGO	E	PK - 05	A	39.0065	3	12.0038	46392	75043	48559
108909	PHARR-SAN JUAN-ALAMO ISD	108909117	PHARR EL	1	108	HIDALGO	E	PK - 05	R	39.9998	2	9.0002	54219	66291	50543
108909	PHARR-SAN JUAN-ALAMO ISD	108909118	GARZA-PENA EL	1	108	HIDALGO	E	PK - 05	A	35.9969	2.7487	9.9996	52550	77424	49003
108909	PHARR-SAN JUAN-ALAMO ISD	108909119	CARMAN EL	1	108	HIDALGO	E	PK - 05	R	48.8648	3	11.0011	53734	70688	50155
108909	PHARR-SAN JUAN-ALAMO ISD	108909120	NORTH SAN JUAN EL	1	108	HIDALGO	E	EE - 05	R	48.7751	3	15.8933	53021	74518	48685
108909	PHARR-SAN JUAN-ALAMO ISD	108909121	NORTH ALAMO EL	1	108	HIDALGO	E	EE - 05	A	41.7799	2.9412	15.9967	54336	69637	45794
108909	PHARR-SAN JUAN-ALAMO ISD	108909122	REED - MOCK EL	1	108	HIDALGO	E	EE - 05	R	37.9985	3	6.9993	48721	65990	50129
108909	PHARR-SAN JUAN-ALAMO ISD	108909123	CESAR CHAVEZ	1	108	HIDALGO	E	EE - 05	R	46.0166	5	11.0044	52026	70958	46829
108909	PHARR-SAN JUAN-ALAMO ISD	108909124	DR WILLIAM LONG EL	1	108	HIDALGO	E	PK - 05	E	54.7678	1.8824	22.9996	47819	68852	48075
108909	PHARR-SAN JUAN-ALAMO ISD	108909125	CLOVER EL	1	108	HIDALGO	E	EE - 05	A	41.4116	3	7.9991	49221	82509	47453
108909	PHARR-SAN JUAN-ALAMO ISD	108909126	GUS GUERRA EL	1	108	HIDALGO	E	PK - 05	A	38.7755	3	12.9981	49953	73817	47861
108909	PHARR-SAN JUAN-ALAMO ISD	108909127	GRACIELA GARCIA EL	1	108	HIDALGO	E	EE - 05	R	46.9854	3.484	17.9936	49796	68082	47079
108909	PHARR-SAN JUAN-ALAMO ISD	108909128	SOUTH PHARR EL	1	108	HIDALGO	E	PK - 05	A	40.7361	2.7754	23.0021	46894	72731	46983
108909	PHARR-SAN JUAN-ALAMO ISD	108909129	LEONEL TREVINO	1	108	HIDALGO	E	EE - 05	A	41.5641	2.8128	15.006	50281	72571	46225
108909	PHARR-SAN JUAN-ALAMO ISD	108909131	PSJA EARLY START	1	108	HIDALGO	E	PK - PK	X	19.4572	0	13	.	72594	44509
108910	PROGRESO ISD	108910001	PROGRESO H S	1	108	HIDALGO	S	09 - 12	A	41.871	4	11.7793	55030	64516	52853
108910	PROGRESO ISD	108910003	SCHOOL OF CHOICE	1	108	HIDALGO	S	09 - 12	1	5.3325	0	1.8996	.	.	46737
108910	PROGRESO ISD	108910004	DAEP	1	108	HIDALGO	S	08 - 11	X	.	.	.	.	.	.
108910	PROGRESO ISD	108910041	DOROTHY THOMPSON MIDDLE	1	108	HIDALGO	M	06 - 08	A	31.9039	3	12.3212	44413	.	48242
108910	PROGRESO ISD	108910102	PROGRESO EL WEST	1	108	HIDALGO	E	PK - 05	A	25.6234	3	13.0001	51580	387665	42773
108910	PROGRESO ISD	108910103	PROGRESO EL EAST	1	108	HIDALGO	E	PK - 05	A	22.2956	3	12.5777	52134	58086	42912
108910	PROGRESO ISD	108910104	NORTH EL	1	108	HIDALGO	E	PK - 05	A	25.2961	3	15.0001	94192	.	43671
