DISTRICT	DISTRICTNAME	CAMPUS	CAMPUSNAME	REGION	COUNTY	COUNTYNAME	TYPE	GRADES	RATING	HOURS11	HOURS12	HOURS13	ITEMS1	ITEMS2	ITEMS3
220905	FORT WORTH ISD	220905119	DAGGETT EL	11	220	TARRANT	E	EE - 05	R	40.978	5.9786	10.0018	55586	65848	52320
220905	FORT WORTH ISD	220905120	RUFINO MENDOZA SR EL	11	220	TARRANT	E	01 - 05	A	26.0072	4	10.003	56439	66266	51181
220905	FORT WORTH ISD	220905121	DE ZAVALA EL	11	220	TARRANT	E	EE - 05	A	26.0022	3	9.0015	61560	65513	51186
220905	FORT WORTH ISD	220905122	DIAMOND HILL EL	11	220	TARRANT	E	EE - 05	A	37.0077	4.5	8.0004	56014	64557	52249
220905	FORT WORTH ISD	220905123	S S DILLOW EL	11	220	TARRANT	E	EE - 05	A	31.0022	5.9786	11.0011	54853	70976	50100
220905	FORT WORTH ISD	220905124	MAUDE I LOGAN EL	11	220	TARRANT	E	PK - 05	L	27.9842	4	8.0028	52502	66754	54124
220905	FORT WORTH ISD	220905125	EASTERN HILLS EL	11	220	TARRANT	E	EE - 05	A	33.0033	3.9786	18.0014	51978	63845	51106
220905	FORT WORTH ISD	220905126	EAST HANDLEY EL	11	220	TARRANT	E	PK - 05	A	23.7967	2.9786	6.0027	46899	65537	54746
220905	FORT WORTH ISD	220905127	CHRISTENE C MOSS EL	11	220	TARRANT	E	PK - 05	A	26.0011	3.9786	8.9998	51521	68288	54396
220905	FORT WORTH ISD	220905130	HARLEAN BEAL EL	11	220	TARRANT	E	PK - 05	A	28.9741	4.9786	10.0004	51717	75171	51721
220905	FORT WORTH ISD	220905132	GLEN PARK EL	11	220	TARRANT	E	EE - 05	A	36.004	5	19.0015	58509	66453	49740
220905	FORT WORTH ISD	220905133	W M GREEN EL	11	220	TARRANT	E	EE - 05	A	34.8589	4	7.8723	57538	67269	55563
220905	FORT WORTH ISD	220905134	GREENBRIAR EL	11	220	TARRANT	E	EE - 05	A	33.8273	4	6.0013	60009	67484	55714
220905	FORT WORTH ISD	220905135	VAN ZANDT-GUINN EL	11	220	TARRANT	E	PK - 05	E	17.0015	4	2.9999	57787	66903	59472
220905	FORT WORTH ISD	220905137	HUBBARD EL	11	220	TARRANT	E	EE - 05	A	37.7744	4	13.0018	63464	63483	52978
220905	FORT WORTH ISD	220905138	HELBING EL	11	220	TARRANT	E	PK - 05	R	38.0064	3	16.0029	67420	70658	52237
220905	FORT WORTH ISD	220905139	KIRKPATRICK EL	11	220	TARRANT	E	EE - 05	A	27.0042	2	10.0015	55771	70778	51603
220905	FORT WORTH ISD	220905141	MEADOWBROOK EL	11	220	TARRANT	E	PK - 05	L	44.9631	4.7433	17.0001	53294	64620	51625
220905	FORT WORTH ISD	220905143	MCRAE EL	11	220	TARRANT	E	EE - 05	L	41.0032	5	17.0013	58512	64911	50915
220905	FORT WORTH ISD	220905144	MITCHELL BOULEVARD EL	11	220	TARRANT	E	EE - 05	A	31.002	3	21.0003	63203	68940	50098
220905	FORT WORTH ISD	220905146	MOORE M H EL	11	220	TARRANT	E	PK - 05	A	31.0021	4	9.0006	61895	66373	51896
220905	FORT WORTH ISD	220905147	MORNINGSIDE EL	11	220	TARRANT	E	PK - 05	A	35.4956	4	14.0018	55266	62148	52209
220905	FORT WORTH ISD	220905148	CHARLES NASH EL	11	220	TARRANT	E	PK - 05	R	13.7848	3	0	57454	67831	58485
220905	FORT WORTH ISD	220905149	NORTH HI MOUNT EL	11	220	TARRANT	E	EE - 05	R	15.0016	2.7968	6.001	45995	67129	54124
220905	FORT WORTH ISD	220905150	OAKHURST EL	11	220	TARRANT	E	EE - 05	R	39.0033	4	10.0004	56529	66520	53417
220905	FORT WORTH ISD	220905151	NATHA HOWELL EL	11	220	TARRANT	E	PK - 05	A	29.0026	3	9.0003	62767	65637	52777
220905	FORT WORTH ISD	220905152	OAKLAWN EL	11	220	TARRANT	E	PK - 05	A	28.0049	2.8663	14.0021	54210	67119	51470
220905	FORT WORTH ISD	220905153	A M PATE EL	11	220	TARRANT	E	EE - 05	L	33.0025	3	5.9998	60954	56354	54481
220905	FORT WORTH ISD	220905154	M L PHILLIPS EL	11	220	TARRANT	E	EE - 05	A	30.0054	3.9786	12.0022	47727	67518	53478
220905	FORT WORTH ISD	220905156	RIDGLEA HILLS EL	11	220	TARRANT	E	EE - 05	R	37.0048	4	8.0011	54647	65289	53901
220905	FORT WORTH ISD	220905157	LUELLA MERRETT EL	11	220	TARRANT	E	PK - 05	A	34.7988	5.9786	11.0007	54992	65578	52371
220905	FORT WORTH ISD	220905159	VERSIA WILLIAMS EL	11	220	TARRANT	E	EE - 05	L	29.0033	5	11.0017	51316	65537	52114
220905	FORT WORTH ISD	220905160	MAUDRIE WALTON EL	11	220	TARRANT	E	PK - 05	A	26.0031	3	7	54072	75172	55792
220905	FORT WORTH ISD	220905161	SAM ROSEN EL	11	220	TARRANT	E	PK - 05	R	29.0032	4.9786	15.0028	49539	68710	53882
220905	FORT WORTH ISD	220905162	SAGAMORE HILL EL	11	220	TARRANT	E	EE - 05	A	41.0047	5	20.0027	56113	66621	52230
220905	FORT WORTH ISD	220905163	BRUCE SHULKEY EL	11	220	TARRANT	E	EE - 05	A	29.4501	3	3.0006	56037	66329	59027
220905	FORT WORTH ISD	220905165	RICHARD J WILSON EL	11	220	TARRANT	E	EE - 05	A	40.0056	5	13.0022	56942	71958	51310
220905	FORT WORTH ISD	220905166	SOUTH HI MOUNT EL	11	220	TARRANT	E	PK - 05	R	35.0044	3	9.0002	59375	66631	54152
220905	FORT WORTH ISD	220905167	SOUTH HILLS EL	11	220	TARRANT	E	EE - 05	R	48.0053	5	16.0022	56004	66781	53450
220905	FORT WORTH ISD	220905168	SPRINGDALE EL	11	220	TARRANT	E	EE - 05	A	29.0024	4	9.0002	59077	62252	54110
220905	FORT WORTH ISD	220905169	SUNRISE - MCMILLIAN EL	11	220	TARRANT	E	EE - 05	A	29.0035	4.9786	12.0014	53484	67004	50798
220905	FORT WORTH ISD	220905171	TANGLEWOOD EL	11	220	TARRANT	E	EE - 05	E	35.0053	3	6.0013	68473	65834	56283
220905	FORT WORTH ISD	220905172	W J TURNER EL	11	220	TARRANT	E	PK - 05	R	29.7201	4.9786	10.0023	56158	64853	50794
220905	FORT WORTH ISD	220905175	WASHINGTON HEIGHTS EL	11	220	TARRANT	E	PK - 05	R	20.0014	3.9786	9.0007	46399	67642	50617
220905	FORT WORTH ISD	220905176	WAVERLY PARK EL	11	220	TARRANT	E	EE - 05	R	45.0042	5.9786	15.0004	57887	69877	52298
220905	FORT WORTH ISD	220905177	WESTCLIFF EL	11	220	TARRANT	E	EE - 05	R	28.004	3	7.0006	64024	67225	53647
220905	FORT WORTH ISD	220905178	WESTCREEK EL	11	220	TARRANT	E	EE - 05	A	40.0044	4.9786	16.0005	49389	72599	53739
220905	FORT WORTH ISD	220905180	WESTERN HILLS EL	11	220	TARRANT	E	02 - 05	A	41.0035	5	15.0026	64586	70130	51497
220905	FORT WORTH ISD	220905184	WORTH HEIGHTS EL	11	220	TARRANT	E	EE - 05	R	43.0107	4	17.0043	60124	66289	50644
220905	FORT WORTH ISD	220905186	DAVID K SELLARS EL	11	220	TARRANT	E	EE - 05	R	35.9674	4	14.9635	56787	66373	53498
220905	FORT WORTH ISD	220905187	J T STEVENS EL	11	220	TARRANT	E	EE - 05	R	24.0036	3	2.0005	59308	68538	56925
220905	FORT WORTH ISD	220905188	ATWOOD MCDONALD EL	11	220	TARRANT	E	EE - 05	L	34.9157	2.9626	13.001	64002	66739	52060
220905	FORT WORTH ISD	220905190	RIVERSIDE APPLIED LRN CTR	11	220	TARRANT	E	PK - 05	E	17.2198	3.9786	7.0009	47805	69823	51629
220905	FORT WORTH ISD	220905194	DAGGETT MONTESSORI	11	220	TARRANT	E	KG - 08	R	29.4943	3.6	5.9997	63169	70546	56826
220905	FORT WORTH ISD	220905206	BILL J ELLIOTT EL	11	220	TARRANT	E	EE - 05	A	37.0031	3	16.0014	55508	63257	53699
220905	FORT WORTH ISD	220905207	WESTPARK EL	11	220	TARRANT	E	EE - 05	R	21.9991	1	5.0001	68570	70673	53938
220905	FORT WORTH ISD	220905208	T A SIMS EL	11	220	TARRANT	E	PK - 05	A	38.0085	4	13.0028	61982	64108	52435
220905	FORT WORTH ISD	220905209	EDWARD BRISCOE EL	11	220	TARRANT	E	PK - 05	R	26.003	3	7.0008	52303	66375	53055
220905	FORT WORTH ISD	220905210	CHILDREN'S MEDICAL CTR	11	220	TARRANT	B	KG - 12	X	9.0007	0	2	.	.	58749
220905	FORT WORTH ISD	220905211	WOMEN'S HAVEN	11	220	TARRANT	E	KG - 07	X	2	0	0	.	.	68742
220905	FORT WORTH ISD	220905212	BRIDGE ASSOC	11	220	TARRANT	S	07 - 11	X	1	0	0	.	.	64683
220905	FORT WORTH ISD	220905216	WOODWAY EL	11	220	TARRANT	E	PK - 05	A	36.7463	4.4786	6.0002	50293	62155	52895
220905	FORT WORTH ISD	220905217	I M TERRELL EL	11	220	TARRANT	E	PK - 05	R	18.0014	3.4786	10.0008	50051	75057	49430
220905	FORT WORTH ISD	220905219	LOWERY ROAD	11	220	TARRANT	E	EE - 05	A	50.001	6	14.9992	57310	74524	51019
220905	FORT WORTH ISD	220905220	ALICE D CONTRERAS	11	220	TARRANT	E	EE - 05	R	42.8551	5.6	12.0002	55300	64955	52526
220905	FORT WORTH ISD	220905221	WESTERN HILLS PRI	11	220	TARRANT	E	EE - 02	A	30.5858	4.9786	9.7923	58694	73514	56098
220905	FORT WORTH ISD	220905222	CLIFFORD DAVIS EL	11	220	TARRANT	E	PK - 05	R	29.573	4	10.0005	56911	70575	51817
220905	FORT WORTH ISD	220905223	CESAR CHAVEZ PRI	11	220	TARRANT	E	EE - 05	R	32.0067	3	14.0035	54057	74126	52992
220905	FORT WORTH ISD	220905224	MG ELLIS	11	220	TARRANT	E	EE - KG	X	25	3	9	57539	68483	52028
220905	FORT WORTH ISD	220905225	BONNIE BRAE	11	220	TARRANT	E	PK - 05	A	29.0036	3	6.0007	69487	67375	51640
220905	FORT WORTH ISD	220905226	SEMINARY HILLS PARK EL	11	220	TARRANT	E	PK - 05	R	30.0039	3.9786	16.0035	52415	75046	51319
220905	FORT WORTH ISD	220905227	DOLORES HUERTA EL	11	220	TARRANT	E	PK - 05	R	31.0068	4	14.0034	54417	66890	51866
220905	FORT WORTH ISD	220905228	PK SATELLITE CENTERS	11	220	TARRANT	E	PK - PK	X	6	0	4	.	.	49393
220905	FORT WORTH ISD	220905235	SOLUTIONS	11	220	TARRANT	S	09 - 12	X	3.9999	0	0	.	.	55781
220905	FORT WORTH ISD	220905236	CHOICES	11	220	TARRANT	M	06 - 08	X	3.0001	0	2.0002	.	.	52910
220905	FORT WORTH ISD	220905242	TARRANT YOUTH RECOVERY	11	220	TARRANT	S	08 - 11	X	0.9994	0	0	.	.	52010
220905	FORT WORTH ISD	220905251	ASSESSMENT CTR	11	220	TARRANT	E	KG - 08	X	1	0	0	.	.	63996
220905	FORT WORTH ISD	220905252	INSIGHTS LEARNING CENTER	11	220	TARRANT	E	03 - 05	X	4.0005	0	0	.	.	61474
220906	GRAPEVINE-COLLEYVILLE ISD	220906001	GRAPEVINE H S	11	220	TARRANT	S	09 - 12	A	140.0041	11.9813	37.1155	65671	78915	53435
220906	GRAPEVINE-COLLEYVILLE ISD	220906004	COLLEYVILLE HERITAGE H S	11	220	TARRANT	S	09 - 12	R	146.0637	11.5	48.79	64437	77340	51455
220906	GRAPEVINE-COLLEYVILLE ISD	220906006	THE BRIDGES ACAD ALTER	11	220	TARRANT	S	09 - 12	1	7.9992	1.5	0	61356	72641	56901
220906	GRAPEVINE-COLLEYVILLE ISD	220906038	TARRANT CO J J A E P	11	220	TARRANT	S	10 - 12	X	.	.	.	.	.	.
220906	GRAPEVINE-COLLEYVILLE ISD	220906041	GRAPEVINE MIDDLE	11	220	TARRANT	M	06 - 08	A	51.1439	8.5	11.0908	61320	77435	50634
220906	GRAPEVINE-COLLEYVILLE ISD	220906042	COLLEYVILLE MIDDLE	11	220	TARRANT	M	06 - 08	E	43.4969	6	8.082	55277	75454	52497
220906	GRAPEVINE-COLLEYVILLE ISD	220906043	HERITAGE MIDDLE	11	220	TARRANT	M	06 - 08	A	52.5121	7.3333	11.2336	58386	83124	53738
220906	GRAPEVINE-COLLEYVILLE ISD	220906044	CROSS TIMBERS MIDDLE	11	220	TARRANT	M	06 - 08	A	58.9184	7.5	14.091	56737	81626	51691
220906	GRAPEVINE-COLLEYVILLE ISD	220906101	CANNON EL	11	220	TARRANT	E	EE - 05	R	42.2058	5.5247	12.0003	56081	63310	50955
220906	GRAPEVINE-COLLEYVILLE ISD	220906102	COLLEYVILLE EL	11	220	TARRANT	E	KG - 05	E	38.6878	5	5	57470	67826	53545
220906	GRAPEVINE-COLLEYVILLE ISD	220906103	DOVE EL	11	220	TARRANT	E	KG - 05	E	36.5729	6.1241	6.0002	48618	74861	51352
220906	GRAPEVINE-COLLEYVILLE ISD	220906104	TIMBERLINE EL	11	220	TARRANT	E	PK - 05	E	52.571	4.9241	15.9997	57676	73775	52177
220906	GRAPEVINE-COLLEYVILLE ISD	220906105	TAYLOR EL	11	220	TARRANT	E	EE - 05	E	31.0916	6.6257	0	60431	70736	53926
220906	GRAPEVINE-COLLEYVILLE ISD	220906106	BEAR CREEK EL	11	220	TARRANT	E	KG - 05	E	51.3461	5.9322	10.9996	46472	70736	51829
220906	GRAPEVINE-COLLEYVILLE ISD	220906107	HERITAGE EL	11	220	TARRANT	E	EE - 05	E	31.8017	7.3333	7.0002	56327	73560	52051
220906	GRAPEVINE-COLLEYVILLE ISD	220906108	BRANSFORD EL	11	220	TARRANT	E	KG - 05	E	29.7805	5.0241	3.9999	62435	77688	55967
220906	GRAPEVINE-COLLEYVILLE ISD	220906109	GRAPEVINE EL	11	220	TARRANT	E	KG - 05	E	34.6092	4.5	6.0001	60026	73560	53771
220906	GRAPEVINE-COLLEYVILLE ISD	220906110	SILVER LAKE EL	11	220	TARRANT	E	PK - 05	R	47.3527	4.7251	9.0004	53392	70736	49697
220906	GRAPEVINE-COLLEYVILLE ISD	220906111	GLENHOPE EL	11	220	TARRANT	E	EE - 05	E	33.4494	6	5.9998	60875	79983	52385
220907	KELLER ISD	220907001	KELLER H S	11	220	TARRANT	S	09 - 12	R	151.033	21.8878	43.1795	55018	74509	52052
220907	KELLER ISD	220907002	FOSSIL RIDGE H S	11	220	TARRANT	S	09 - 12	A	130.2214	18.3658	44.5081	54268	67198	50715
220907	KELLER ISD	220907003	TARRANT CO J J A E P	11	220	TARRANT	S	09 - 09	X	.	.	.	.	.	.
220907	KELLER ISD	220907004	CENTRAL H S	11	220	TARRANT	S	09 - 12	A	139.5079	23.2454	41.2586	53744	72462	50930
220907	KELLER ISD	220907005	TIMBER CREEK H S	11	220	TARRANT	S	09 - 12	A	94.9776	11.6508	20.662	58350	74578	50428
220907	KELLER ISD	220907039	NEW DIRECTION LRN CTR	11	220	TARRANT	S	09 - 12	1	16.5001	3.4599	3	62800	76213	52653
220907	KELLER ISD	220907041	KELLER MIDDLE	11	220	TARRANT	M	07 - 08	E	49.7779	5.3377	10.0004	56291	77177	52694
220907	KELLER ISD	220907042	FOSSIL HILL MIDDLE	11	220	TARRANT	M	07 - 08	R	54.4079	9.1521	17.4699	53736	69617	51708
220907	KELLER ISD	220907043	HILLWOOD MIDDLE	11	220	TARRANT	M	07 - 08	R	65.864	5.6824	29.5169	47497	68607	49593
220907	KELLER ISD	220907044	INDIAN SPRINGS MIDDLE	11	220	TARRANT	M	07 - 08	R	56.6541	7.699	15.0009	51346	78697	50932
220907	KELLER ISD	220907045	TRINITY SPRINGS MIDDLE	11	220	TARRANT	M	07 - 08	R	58.0751	3.876	27.0718	55522	71889	49649
220907	KELLER ISD	220907046	TIMBERVIEW MIDDLE	11	220	TARRANT	M	05 - 08	A	52.9881	6.8396	19.9837	51659	72300	49012
220907	KELLER ISD	220907101	KELLER-HARVEL EL	11	220	TARRANT	E	KG - 04	R	31.0343	4.611	5.0004	45443	72238	53094
220907	KELLER ISD	220907102	FLORENCE EL	11	220	TARRANT	E	KG - 04	E	34.341	6.9572	5.0001	41703	75312	53111
220907	KELLER ISD	220907103	PARKVIEW EL	11	220	TARRANT	E	KG - 04	R	47.4569	5.2442	15.4556	49681	73064	51854
220907	KELLER ISD	220907104	BEAR CREEK INT	11	220	TARRANT	M	05 - 06	E	46.0131	5.389	7.401	49102	76447	53274
220907	KELLER ISD	220907105	WHITLEY ROAD EL	11	220	TARRANT	E	KG - 04	R	36.5217	4.4594	15.0007	48884	73603	50868
220907	KELLER ISD	220907106	HERITAGE EL	11	220	TARRANT	E	KG - 04	A	38.4929	6.1151	15.4929	44725	74817	51160
220907	KELLER ISD	220907107	CHISHOLM TRAIL INT	11	220	TARRANT	M	05 - 06	R	51.6938	6.1151	17.1725	52842	69019	50882
220907	KELLER ISD	220907108	SHADY GROVE EL	11	220	TARRANT	E	KG - 04	E	33.6778	6.3166	6.0004	55130	69700	52126
220907	KELLER ISD	220907109	PARK GLEN EL	11	220	TARRANT	E	KG - 04	E	34.3593	4.279	4.3793	52383	74813	52085
220907	KELLER ISD	220907110	WILLIS LANE EL	11	220	TARRANT	E	KG - 04	E	36.4386	5.3598	9.0003	55760	77013	51073
220907	KELLER ISD	220907111	NORTH RIVERSIDE EL	11	220	TARRANT	E	KG - 04	A	42.2646	8.5933	13.0009	52513	70003	50182
220907	KELLER ISD	220907112	HIDDEN LAKES EL	11	220	TARRANT	E	KG - 04	E	43.6218	4.0321	9.0003	53699	72024	50478
220907	KELLER ISD	220907113	LONE STAR EL	11	220	TARRANT	E	KG - 04	E	43.4353	4.4565	17.0011	45984	74328	50042
220907	KELLER ISD	220907114	PARKWOOD HILL INT	11	220	TARRANT	M	05 - 06	R	62.9314	6.1087	22.1067	53588	69093	50660
220907	KELLER ISD	220907115	SOUTH KELLER INT	11	220	TARRANT	M	05 - 06	R	52.1633	5.1549	6.9993	57115	67811	51423
220907	KELLER ISD	220907116	BLUEBONNET EL	11	220	TARRANT	E	KG - 04	R	39.9613	4	10.5194	49847	79909	52411
220907	KELLER ISD	220907117	FREEDOM EL	11	220	TARRANT	E	KG - 04	R	32.7517	4.1965	14.7564	51311	70743	49544
220907	KELLER ISD	220907118	BETTE PEROT EL	11	220	TARRANT	E	KG - 04	E	43.7062	4.2033	11.6612	50847	71357	50444
220907	KELLER ISD	220907119	WOODLAND SPRINGS EL	11	220	TARRANT	E	KG - 04	A	43.9051	6.6506	9.0005	53254	76283	50676
220907	KELLER ISD	220907120	LIBERTY EL	11	220	TARRANT	E	KG - 04	E	32.8989	4	10.9579	47467	72113	51308
220907	KELLER ISD	220907121	INDEPENDENCE EL	11	220	TARRANT	E	KG - 04	R	45.4378	4.1381	15.9313	50893	74567	50547
220907	KELLER ISD	220907122	FRIENDSHIP EL	11	220	TARRANT	E	KG - 04	A	42.8656	6.5351	21.0406	49679	65002	49356
220907	KELLER ISD	220907123	TRINITY MEADOWS INT	11	220	TARRANT	M	05 - 06	R	53.2968	6.9736	17.9772	54243	68363	50346
220907	KELLER ISD	220907124	EAGLE RIDGE EL	11	220	TARRANT	E	KG - 04	E	43.7889	4.5	15.3406	49485	68132	49082
220907	KELLER ISD	220907125	CAPROCK EL	11	220	TARRANT	E	KG - 04	L	40.6569	5.8364	17.4791	49602	69725	49322
220907	KELLER ISD	220907126	BASSWOOD EL	11	220	TARRANT	E	KG - 04	A	28.787	4	14.5237	53398	72557	49806
220907	KELLER ISD	220907128	KELLER EARLY LEARNING CENTER	11	220	TARRANT	E	EE - PK	X	29.1682	15.8567	11.0132	51914	66785	50575
220908	MANSFIELD ISD	220908002	MANSFIELD SUMMIT H S	11	220	TARRANT	S	09 - 12	A	108.9133	9.8254	25.1997	62897	77969	53610
220908	MANSFIELD ISD	220908003	MANSFIELD H S	11	220	TARRANT	S	09 - 12	A	127.5416	12.3802	27.8464	63301	83013	52824
220908	MANSFIELD ISD	220908004	MANSFIELD TIMBERVIEW H S	11	220	TARRANT	S	09 - 12	A	123.6857	10.4432	29.5941	58087	80669	52589
220908	MANSFIELD ISD	220908005	MANSFIELD LEGACY H S	11	220	TARRANT	S	09 - 12	A	129.9751	9.3825	40.4534	61473	81429	52852
220908	MANSFIELD ISD	220908006	ALTER ED CTR	11	220	TARRANT	S	10 - 12	1	26.0459	3	4.0988	53525	91989	52508
220908	MANSFIELD ISD	220908008	MANSFIELD FRONTIER H S	11	220	TARRANT	S	11 - 11	R	13.8034	4	3.3535	58461	92184	55373
220908	MANSFIELD ISD	220908041	ROGENE WORLEY MIDDLE	11	220	TARRANT	M	07 - 08	A	50.2573	4	16.0001	52746	78111	51901
220908	MANSFIELD ISD	220908042	T A HOWARD MIDDLE	11	220	TARRANT	M	07 - 08	A	58.1278	4.3455	19.9737	56138	79822	51287
220908	MANSFIELD ISD	220908043	BROOKS WESTER MIDDLE	11	220	TARRANT	M	07 - 08	A	51.971	3	5.6922	57023	82440	52552
220908	MANSFIELD ISD	220908044	DANNY JONES MIDDLE	11	220	TARRANT	M	07 - 08	A	52.0383	4.5091	15.0003	59006	74788	51148
220908	MANSFIELD ISD	220908045	JAMES COBLE MIDDLE	11	220	TARRANT	M	07 - 08	A	42.9991	3.5	22.9996	52109	75424	49749
220908	MANSFIELD ISD	220908046	LINDA JOBE MIDDLE	11	220	TARRANT	M	07 - 08	R	43.5487	4.2692	13.9997	52635	82856	50425
220908	MANSFIELD ISD	220908101	ALICE PONDER EL	11	220	TARRANT	E	EE - 04	R	43.9994	4	12.0002	52951	82685	52288
220908	MANSFIELD ISD	220908103	TARVER-RENDON EL	11	220	TARRANT	E	PK - 04	R	38.4592	3.7308	12.0008	51943	67377	50988
220908	MANSFIELD ISD	220908105	J L BOREN EL	11	220	TARRANT	E	EE - 04	R	41.9992	4.5	5.9993	53747	82713	53727
220908	MANSFIELD ISD	220908106	CHARLOTTE ANDERSON EL	11	220	TARRANT	E	PK - 04	R	38.5011	4	14.5023	58443	69472	51402
220908	MANSFIELD ISD	220908107	GLENN HARMON EL	11	220	TARRANT	E	PK - 04	A	40.9978	3.5027	9	54727	82776	52861
220908	MANSFIELD ISD	220908109	D P MORRIS EL	11	220	TARRANT	E	EE - 04	R	45.999	4	5	58596	71216	51617
220908	MANSFIELD ISD	220908110	WILLIE BROWN EL	11	220	TARRANT	E	EE - 04	E	40.7527	4	9.0008	56952	77003	51857
220908	MANSFIELD ISD	220908111	KENNETH DAVIS EL	11	220	TARRANT	E	EE - 04	A	46.9975	4.7	4	55102	79066	55104
220908	MANSFIELD ISD	220908112	IMOGENE GIDEON EL	11	220	TARRANT	E	PK - 04	R	35.9992	3.5027	10	59918	71633	51056
220908	MANSFIELD ISD	220908113	ERMA NASH EL	11	220	TARRANT	E	PK - 04	R	41.5012	4.5027	5	53266	77039	52477
220908	MANSFIELD ISD	220908114	ELIZABETH SMITH EL	11	220	TARRANT	E	EE - 04	E	38.3446	4	10.3442	57163	67138	51362
220908	MANSFIELD ISD	220908115	ROBERTA TIPPS EL	11	220	TARRANT	E	PK - 04	E	44.9974	4	13.999	51351	70715	51402
220908	MANSFIELD ISD	220908116	MARTHA REID EL	11	220	TARRANT	E	PK - 04	E	43.9978	3.9158	8.9998	61210	72337	52176
220908	MANSFIELD ISD	220908117	THELMA JONES EL	11	220	TARRANT	E	EE - 04	R	35.0002	3.5568	17.4995	51711	67458	50292
220908	MANSFIELD ISD	220908118	MARY JO SHEPPARD EL	11	220	TARRANT	E	EE - 04	E	45.9974	4.0842	11	58988	73025	51363
220908	MANSFIELD ISD	220908119	JANET BROCKETT EL	11	220	TARRANT	E	PK - 04	R	45.0009	4	15.9997	54394	69472	50775
220908	MANSFIELD ISD	220908120	ANNA MAY DAULTON EL	11	220	TARRANT	E	PK - 04	E	42.7653	3.6296	13.5	53879	68019	50442
220908	MANSFIELD ISD	220908121	CORA SPENCER EL	11	220	TARRANT	E	KG - 04	E	33.391	4	13.0002	52320	89429	50300
220908	MANSFIELD ISD	220908122	LOUISE CABANISS EL	11	220	TARRANT	E	PK - 04	R	34.0434	3.3704	11.5	54169	66306	49601
220908	MANSFIELD ISD	220908123	CAROL HOLT EL	11	220	TARRANT	E	EE - 04	R	40.7481	4	10.9992	56672	70034	52309
220908	MANSFIELD ISD	220908124	ANNETTE PERRY EL	11	220	TARRANT	E	PK - 04	A	25.4999	3.1739	13.9998	54395	67594	50860
220908	MANSFIELD ISD	220908201	MARY ORR INT	11	220	TARRANT	M	05 - 06	R	50.2344	5	13.0011	55481	68251	52821
220908	MANSFIELD ISD	220908202	CROSS TIMBERS INT	11	220	TARRANT	M	05 - 06	A	55.0991	5	9.9994	59917	68995	51967
220908	MANSFIELD ISD	220908204	DONNA SHEPARD INT	11	220	TARRANT	M	05 - 06	A	47.9445	3.6757	8.0003	63112	78415	55093
220908	MANSFIELD ISD	220908205	DELLA ICENHOWER INT	11	220	TARRANT	M	05 - 06	A	43.0301	4.4198	15	53782	67399	51601
220908	MANSFIELD ISD	220908206	MARY LILLARD I S	11	220	TARRANT	M	05 - 06	R	48.1737	4.8261	11.0001	52398	67778	51800
220908	MANSFIELD ISD	220908207	ASA E LOW JR INT	11	220	TARRANT	M	05 - 06	R	50.7388	4	19.3066	53540	65430	51705
220908	MANSFIELD ISD	220908304	TARRANT CO J J A E P	11	220	TARRANT	M	07 - 09	X	.	.	.	.	.	.
220910	LAKE WORTH ISD	220910001	LAKE WORTH H S	11	220	TARRANT	S	09 - 12	L	51.9779	3.7984	16.0879	44532	60827	51278
220910	LAKE WORTH ISD	220910009	TARRANT CO JUVENILE JUSTICE CTR	11	220	TARRANT	M	07 - 08	X	.	.	.	.	.	.
220910	LAKE WORTH ISD	220910042	LUCYLE COLLINS MIDDLE SCHOOL	11	220	TARRANT	M	07 - 08	A	27.8985	3.0143	12.4116	43892	67000	49034
220910	LAKE WORTH ISD	220910043	N A HOWRY INTERMEDIATE	11	220	TARRANT	M	05 - 07	A	29.5542	2.3095	12.1897	40008	61829	46853
220910	LAKE WORTH ISD	220910101	EFFIE MORRIS EL	11	220	TARRANT	E	EE - 04	A	30.4996	4.8422	6.0002	51385	60250	47938
220910	LAKE WORTH ISD	220910103	MARINE CREEK EL	11	220	TARRANT	E	EE - 04	A	37.9393	3.8333	16.9984	54614	63500	46088
220910	LAKE WORTH ISD	220910104	MARILYN MILLER ELEMENTARY	11	220	TARRANT	E	EE - 04	A	36.1179	3.8333	10.2412	49470	70500	47862
220912	CROWLEY ISD	220912001	CROWLEY H S	11	220	TARRANT	S	09 - 12	A	86.8367	7.369	27.5999	64925	81723	55486
220912	CROWLEY ISD	220912002	NORTH CROWLEY H S	11	220	TARRANT	S	09 - 12	A	108.397	10.0714	26.847	62627	75365	53676
220912	CROWLEY ISD	220912009	CROWLEY H S 9TH GRADE CAMPUS	11	220	TARRANT	S	09 - 09	L	30.8321	2.5	9.9665	60944	72957	53084
